,sentiment score,sentiment magnitude
0,0.0,54.0
1,-0.30000001192092896,50.20000076293945
2,-0.20000000298023224,15.600000381469727
3,0.0,37.900001525878906
4,-0.20000000298023224,13.399999618530273
5,-0.20000000298023224,5.900000095367432
6,0.0,12.5
7,-0.10000000149011612,4.300000190734863
8,-0.10000000149011612,51.0
9,0.0,9.600000381469727
10,-0.10000000149011612,3.4000000953674316
11,-0.5,30.899999618530273
12,-0.20000000298023224,11.300000190734863
13,-0.20000000298023224,7.199999809265137
14,-0.30000001192092896,37.79999923706055
15,-0.30000001192092896,16.5
16,-0.30000001192092896,14.699999809265137
17,-0.20000000298023224,4.5
18,-0.10000000149011612,4.099999904632568
19,-0.20000000298023224,40.20000076293945
20,-0.10000000149011612,5.599999904632568
21,0.0,2.9000000953674316
22,-0.20000000298023224,10.100000381469727
23,-0.20000000298023224,10.100000381469727
24,-0.20000000298023224,4.900000095367432
25,-0.10000000149011612,4.900000095367432
26,-0.10000000149011612,3.299999952316284
27,-0.20000000298023224,4.599999904632568
28,-0.30000001192092896,42.099998474121094
29,-0.30000001192092896,12.199999809265137
30,-0.10000000149011612,3.700000047683716
31,-0.10000000149011612,4.0
32,-0.30000001192092896,16.200000762939453
33,-0.20000000298023224,4.599999904632568
34,-0.30000001192092896,6.0
35,-0.30000001192092896,15.300000190734863
36,-0.30000001192092896,14.0
37,-0.10000000149011612,8.399999618530273
38,-0.20000000298023224,6.800000190734863
39,-0.20000000298023224,18.600000381469727
40,-0.20000000298023224,4.800000190734863
41,-0.20000000298023224,9.899999618530273
42,-0.30000001192092896,15.600000381469727
43,-0.20000000298023224,8.399999618530273
44,-0.5,22.899999618530273
45,-0.20000000298023224,5.5
46,-0.20000000298023224,17.5
47,-0.20000000298023224,3.9000000953674316
48,-0.30000001192092896,19.200000762939453
49,-0.30000001192092896,14.399999618530273
50,-0.10000000149011612,4.0
51,-0.20000000298023224,8.600000381469727
52,-0.10000000149011612,4.099999904632568
53,-0.20000000298023224,12.699999809265137
54,-0.20000000298023224,5.199999809265137
55,-0.30000001192092896,4.800000190734863
56,-0.4000000059604645,11.399999618530273
57,-0.30000001192092896,14.600000381469727
58,0.0,2.4000000953674316
59,-0.30000001192092896,11.800000190734863
60,-0.30000001192092896,10.399999618530273
61,-0.20000000298023224,12.800000190734863
62,-0.30000001192092896,6.199999809265137
63,-0.20000000298023224,7.099999904632568
64,-0.20000000298023224,8.600000381469727
65,-0.20000000298023224,13.800000190734863
66,-0.10000000149011612,4.0
67,-0.10000000149011612,31.799999237060547
68,0.0,6.300000190734863
69,-0.30000001192092896,19.5
70,0.0,3.0999999046325684
71,0.0,4.400000095367432
72,0.0,3.0999999046325684
73,-0.30000001192092896,10.100000381469727
74,-0.20000000298023224,8.699999809265137
75,-0.20000000298023224,10.100000381469727
76,-0.30000001192092896,40.900001525878906
77,-0.10000000149011612,3.0
78,0.0,5.400000095367432
79,-0.10000000149011612,3.799999952316284
80,-0.20000000298023224,5.099999904632568
81,-0.30000001192092896,14.100000381469727
82,-0.20000000298023224,10.600000381469727
83,-0.10000000149011612,17.0
84,-0.30000001192092896,12.300000190734863
85,-0.20000000298023224,11.899999618530273
86,-0.20000000298023224,5.699999809265137
87,-0.20000000298023224,4.300000190734863
88,-0.20000000298023224,6.099999904632568
89,-0.30000001192092896,9.399999618530273
90,-0.10000000149011612,5.099999904632568
91,-0.20000000298023224,19.600000381469727
92,-0.10000000149011612,5.099999904632568
93,-0.20000000298023224,19.399999618530273
94,-0.20000000298023224,12.100000381469727
95,0.0,13.199999809265137
96,-0.20000000298023224,9.5
97,-0.20000000298023224,4.900000095367432
98,-0.20000000298023224,9.600000381469727
99,-0.20000000298023224,5.099999904632568
